Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
8:10:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,Above 10yr,,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
16:37:00,Friday,31-50,Male,,,,Other,Owner,,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,5,3,Self-employed,NormalNormal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,Pedestrian,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
15:45:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Bajaj,Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
12:56:00,Wednesday,Over 51,Male,Junior high school,Owner,1-2yr,Pick up upto 10Q,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
16:50:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
0:47:00,Sunday,18-30,Unknown,Junior high school,Owner,Below 1yr,Stationwagen,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Passenger,Female,Under 18,3,,,Not a Pedestrian,Moving Backward,Serious Injury
23:25:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
20:45:00,Tuesday,Unknown,Male,Junior high school,Employee,No Licence,Stationwagen,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
8:00:00,Wednesday,Unknown,Male,Junior high school,Employee,Above 10yr,Other,Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
13:00:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,5-10yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,3,Getting off,na,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
1:05:00,Sunday,18-30,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,1,Self-employed,Normal,Not a Pedestrian,Overturning,Slight Injury
12:55:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
22:30:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
17:20:00,Tuesday,18-30,Male,Above high school,Employee,No Licence,Automobile,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Unknown or other,No distancing,Slight Injury
8:15:00,Friday,Under 18,Male,Junior high school,Owner,5-10yr,Automobile,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,2,Going straight,na,na,na,na,,,Not a Pedestrian,Driving carelessly,Slight Injury
21:45:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Escarpments,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
10:36:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,Driving at high speed,Slight Injury
13:50:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
22:48:00,Saturday,Over 51,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,Unknown,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Reversing,na,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
12:05:00,Friday,Over 51,Male,Junior high school,Owner,Below 1yr,Pick up upto 10Q,Owner,5-10yrs,, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Collision with animals,3,2,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Saturday,Over 51,Unknown,,,,Automobile,Owner,,No defect,Office areas,other,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,1,1,Going straight,Passenger,Male,Over 51,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
9:20:00,Thursday,18-30,Male,Junior high school,Owner,2-5yr,Public (12 seats),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:58:00,Thursday,Over 51,Male,,Employee,1-2yr,Taxi,Governmental,Unknown,,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Passenger,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
19:16:00,Thursday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,2,Driver,Normal,Unknown or other,Changing lane to the left,Slight Injury
16:55:00,Friday,Unknown,Male,Junior high school,Employee,Above 10yr,,Organization,1-2yr,, Church areas,,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Other,Driver or rider,Male,18-30,3,Driver,,Not a Pedestrian,Driving to the left,Serious Injury
3:40:00,Saturday,18-30,Female,Junior high school,Employee,5-10yr,Taxi,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with rolling terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
8:45:00,Thursday,Under 18,Male,,Employee,5-10yr,Lorry (11?40Q),Owner,Unknown,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
15:55:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,other,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
8:38:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
17:32:00,Tuesday,18-30,Male,Junior high school,Employee,,Automobile,Owner,5-10yrs,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
10:18:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:54:00,Friday,31-50,Male,Unknown,Employee,Above 10yr,,Owner,Unknown,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
7:50:00,Friday,18-30,Male,Elementary school,Employee,1-2yr,,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Unknown,na,na,na,na,Driver,,Not a Pedestrian,Changing lane to the right,Slight Injury
17:22:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Overtaking,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
9:15:00,Wednesday,18-30,Male,Above high school,Employee,1-2yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Passenger,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
23:10:00,Friday,31-50,Male,Junior high school,,1-2yr,,Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
15:20:00,Friday,Unknown,Female,Elementary school,Owner,,Automobile,,,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:21:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Going straight,na,na,na,na,,Normal,Not a Pedestrian,Other,Slight Injury
16:40:00,Monday,31-50,Male,Junior high school,Owner,Below 1yr,Public (13?45 seats),Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Other,Pedestrian,Male,Over 51,3,Employee,Normal,Unknown or other,No distancing,Slight Injury
16:45:00,Tuesday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Other,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
21:10:00,Friday,Unknown,Female,Elementary school,Employee,1-2yr,Public (> 45 seats),Owner,2-5yrs,,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,na,na,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
11:29:00,Saturday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
19:44:00,Thursday,31-50,Male,High school,Owner,5-10yr,Lorry (41?100Q),Owner,Above 10yr,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,1,,Driver or rider,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
7:30:00,Wednesday,Over 51,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,Changing lane to the right,Slight Injury
16:10:00,Sunday,Unknown,Male,High school,Employee,2-5yr,Automobile,Owner,5-10yrs,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,4,1,Going straight,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
9:48:00,Friday,Under 18,Male,Junior high school,Employee,1-2yr,Automobile,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
7:45:00,Thursday,18-30,Male,,,,Other,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
19:25:00,Wednesday,31-50,Male,Illiterate,Owner,1-2yr,Stationwagen,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,Passenger,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:50:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Other,1-2yr,No defect,  Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,4,3,Unknown,na,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
9:56:00,Thursday,31-50,Male,High school,Employee,2-5yr,Automobile,Governmental,Below 1yr,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
7:16:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Turbo,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury
